property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,vipul tatvam villa,sector 48,8.5,21250.0,4.0,5.0,3+,2.0,Moderately Old,4000.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0
house,independant,sector 25,9.0,33333.0,5.0,5.0,3,3.0,Old Property,2700.0,1.0,1.0,1.0,1.0,0.0,1.0,56.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10224.0,3.0,3.0,3,1.0,Relatively New,1526.2886597938145,0.0,0.0,0.0,0.0,0.0,1.0,100.0
house,international city by sobha phase 1,sector 109,5.5,21605.0,4.0,4.0,3+,2.0,New Property,2430.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0
house,vipul tatvam villa,sector 48,7.8,23148.0,4.0,4.0,3+,2.0,Relatively New,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,145.0
flat,imperia elvedor,sector 37,0.55,8221.0,1.0,1.0,N,5.0,Relatively New,669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,meditech apartment,sector 56,2.45,8166.0,4.0,4.0,3,1.0,Relatively New,2900.0,0.0,0.0,0.0,0.0,1.0,0.0,118.0
flat,signature global solera,sector 107,0.35,6489.0,2.0,2.0,2,8.0,Relatively New,492.29999999999995,0.0,0.0,0.0,0.0,0.0,0.0,45.0
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2.0,2.0,0,2.0,Relatively New,450.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,suncity vatsal valley,sector 2,1.0,13340.0,2.0,2.0,2,3.0,New Property,675.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8.0,8.0,3,3.0,Moderately Old,3762.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0
flat,unitech fresco,sector 50,1.82,9912.0,3.0,3.0,3,14.0,Moderately Old,1830.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0
flat,umang winter hills,sector 77,1.0,7500.0,2.0,2.0,2,3.0,New Property,1206.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0
flat,tulip violet,sector 69,1.2,10909.0,2.0,3.0,N,0.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0
flat,m3m golfestate,sector 65,6.1,18138.0,3.0,3.0,3,19.0,Moderately Old,2736.3170103092784,1.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,paras dews,sector 106,1.25,7102.0,3.0,4.0,3,5.0,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
house,independant,sector 4,0.55,4074.0,3.0,3.0,2,2.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
house,international city by sobha phase 2,sector 109,12.5,26670.0,5.0,6.0,3,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,0.0,63.0
flat,vatika the seven lamps,sector 82,0.85,5979.0,2.0,2.0,2,9.0,Relatively New,1289.9484536082475,1.0,0.0,0.0,0.0,0.0,1.0,117.0
house,independant,sector 49,4.5,15625.0,8.0,8.0,3,3.0,Moderately Old,2880.0,1.0,1.0,1.0,1.0,0.0,0.0,151.0
house,emaar mgf marbella,sector 66,9.01,16066.0,4.0,4.0,3+,3.0,Relatively New,5574.7,0.0,1.0,1.0,0.0,0.0,1.0,122.0
flat,dnha group housing society,sector 1,0.75,4518.0,3.0,2.0,2,5.0,Moderately Old,1497.4226804123712,0.0,0.0,0.0,0.0,0.0,1.0,0.0
house,row house,sector 105,0.43,9135.0,3.0,3.0,3,2.0,Relatively New,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ramprastha the edge towers,sector 37,1.0,5649.0,3.0,3.0,3,13.0,Moderately Old,1596.6494845360826,0.0,0.0,0.0,0.0,0.0,1.0,38.0
flat,tata primanti,sector 72,4.0,13769.0,4.0,5.0,3,9.0,Relatively New,2800.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
house,ss hibiscus,sector 50,12.25,20940.0,5.0,7.0,3+,1.0,Relatively New,5850.0,1.0,1.0,0.0,1.0,1.0,0.0,160.0
flat,godrej nature plus,sector 33,1.3,8349.0,3.0,2.0,3,18.0,New Property,1404.5103092783506,0.0,0.0,0.0,0.0,0.0,1.0,38.0
flat,m3m skywalk,sector 74,1.4,9831.0,2.0,2.0,2,17.0,New Property,1284.5360824742268,0.0,0.0,0.0,0.0,0.0,0.0,167.0
flat,ss the leaf,sector 85,1.2,10452.0,2.0,2.0,3,2.0,Relatively New,1256.2907216494846,0.0,0.0,1.0,0.0,0.0,0.0,156.0
flat,south city 1 floors,sector 41,3.4,11724.0,4.0,4.0,3,0.0,Old Property,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar mgf the palm drive,sector 66,3.45,15681.0,3.0,4.0,3,6.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0
flat,vatika the seven lamps,sector 82,0.86,6022.0,2.0,2.0,2,12.0,Relatively New,1289.9484536082475,1.0,0.0,0.0,0.0,0.0,0.0,135.0
house,unitech south city,sector 50,5.88,27222.0,3.0,9.0,3+,3.0,Relatively New,2160.0,1.0,1.0,0.0,1.0,1.0,0.0,128.0
flat,shree vardhman victoria,sector 70,1.75,8205.0,3.0,5.0,3,7.0,New Property,1401.9603092783505,0.0,1.0,0.0,1.0,0.0,1.0,37.0
flat,vatika emilia floors,sector 83,0.6,5714.0,2.0,2.0,2,1.0,Relatively New,990.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0
house,puri diplomatic greens,sector 111,9.0,11250.0,5.0,5.0,3+,3.0,Relatively New,8000.0,0.0,1.0,0.0,0.0,0.0,0.0,112.0
flat,irwo westend towers,sector 47,0.65,12059.0,1.0,1.0,2,3.0,Old Property,485.09999999999997,0.0,0.0,0.0,0.0,0.0,1.0,56.0
flat,ss almeria,sector 84,1.5,7500.0,3.0,3.0,3,2.0,New Property,1667.0618556701031,0.0,1.0,0.0,0.0,0.0,1.0,108.0
flat,paras dews,sector 106,1.15,7419.0,3.0,3.0,3,11.0,Relatively New,1650.0,0.0,1.0,0.0,1.0,0.0,0.0,174.0
flat,capital residences 360,sector 70,1.1,7586.0,2.0,2.0,3,8.0,New Property,1307.9896907216496,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,pareena mi casa,sector 68,1.1,8835.0,2.0,2.0,3,11.0,New Property,1123.0670103092784,0.0,0.0,0.0,0.0,0.0,1.0,95.0
house,independant,sector 25,11.0,35530.0,5.0,5.0,3+,2.0,Relatively New,3096.0,1.0,1.0,1.0,1.0,0.0,0.0,29.0
flat,mapsko royale ville,sector 82,1.12,8000.0,3.0,4.0,2,6.0,Relatively New,1500.0,0.0,1.0,0.0,1.0,0.0,0.0,174.0
flat,birla navya,sector 63,2.2,17488.0,2.0,3.0,3,4.0,Relatively New,913.8969072164948,0.0,0.0,0.0,0.0,0.0,1.0,60.0
flat,ss the leaf,sector 85,1.17,6720.0,2.0,3.0,3,10.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,smart world orchard,sector 61,2.3,14110.0,3.0,3.0,2,2.0,New Property,1470.360824742268,1.0,0.0,0.0,0.0,0.0,1.0,79.0
flat,shree vardhman victoria,sector 70,1.8,9230.0,3.0,5.0,3,0.0,New Property,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
house,emaar mgf marbella,sector 66,12.0,37037.0,5.0,5.0,3+,3.0,New Property,3240.0,0.0,1.0,1.0,1.0,0.0,0.0,106.0
flat,emaar palm gardens,sector 83,1.73,9105.0,3.0,3.0,3,5.0,Relatively New,1600.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,tarc maceo,sector 91,1.9,6975.0,4.0,4.0,3,9.0,Relatively New,2457.216494845361,0.0,1.0,0.0,0.0,0.0,1.0,120.0
flat,signature signum 95a,sector 95,0.4,7782.0,2.0,2.0,2,3.0,New Property,462.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,orris aster court,sector 85,0.9,5671.0,3.0,3.0,3,8.0,Relatively New,1431.5721649484537,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,shree vardhman victoria,sector 70,1.15,8518.0,2.0,2.0,2,6.0,Relatively New,1215.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0
flat,ramsons kshitij,sector 95,0.35,5495.0,2.0,2.0,N,5.0,Relatively New,637.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,ireo the grand arch,sector 58,2.2,16000.0,2.0,2.0,1,5.0,Relatively New,1237.5,0.0,0.0,0.0,1.0,0.0,0.0,49.0
house,shree krishna homes,sector 104,0.48,5556.0,2.0,2.0,1,1.0,New Property,795.0,1.0,0.0,0.0,1.0,1.0,0.0,44.0
flat,ramprastha primera,sector 37,1.1,6111.0,3.0,3.0,3,6.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0
house,independant,sohna road,1.55,14720.0,2.0,3.0,2,1.0,New Property,1053.0,1.0,0.0,0.0,1.0,0.0,0.0,49.0
flat,guru gram haryana cghs,sector 56,1.39,8424.0,3.0,2.0,3,6.0,Old Property,1750.0,0.0,1.0,0.0,1.0,0.0,0.0,89.0
flat,bestech park view sanskruti,sector 92,1.83,7870.0,4.0,3.0,3,8.0,New Property,2097.2938144329896,0.0,1.0,0.0,0.0,0.0,0.0,128.0
flat,m3m skywalk,sector 74,1.52,13342.0,2.0,2.0,3,6.0,Relatively New,1250.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0
flat,bestech park view ananda,sector 81,1.45,8011.0,3.0,3.0,3,8.0,Relatively New,1650.0,0.0,0.0,0.0,0.0,1.0,0.0,128.0
house,unitech espace,sector 50,7.5,34722.0,3.0,3.0,2,2.0,Moderately Old,2160.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0
house,hero homes,sector 104,1.95,21195.0,3.0,5.0,3+,2.0,Moderately Old,920.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0
flat,vatika inxt floors,sector 82,1.25,8333.0,3.0,2.0,3,2.0,Relatively New,1350.0,1.0,0.0,0.0,1.0,0.0,0.0,94.0
flat,vatika independent floors,sector 82,1.16,6987.0,3.0,3.0,3,1.0,Relatively New,1494.0,0.0,1.0,1.0,1.0,0.0,0.0,151.0
flat,adani m2k oyster grande,sector 102,2.4,9305.0,3.0,4.0,3,3.0,Relatively New,2108.208762886598,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4.0,5.0,3,10.0,Relatively New,2600.0,0.0,1.0,0.0,1.0,0.0,0.0,174.0
house,vatika india next,sector 83,1.7,7870.0,3.0,3.0,3+,4.0,New Property,2160.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
house,emaar mgf marbella,sector 66,9.0,21251.0,4.0,4.0,3+,2.0,Relatively New,5200.0,0.0,1.0,1.0,1.0,0.0,0.0,114.0
house,ansal api spanish court,sector 2,2.9,18626.0,4.0,4.0,3,2.0,Relatively New,1557.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0
flat,paras dews,sector 106,1.0,7220.0,2.0,2.0,3,2.0,New Property,940.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
flat,corona optus,sector 37,1.4,7035.0,3.0,3.0,3,4.0,Relatively New,1890.0,0.0,1.0,0.0,0.0,0.0,1.0,149.0
flat,m3m soulitude,sector 89,1.33,16985.0,3.0,3.0,3,4.0,New Property,1423.0,1.0,0.0,0.0,0.0,0.0,1.0,125.0
flat,ireo victory valley,sector 67,4.55,14536.0,4.0,4.0,3,19.0,Relatively New,2823.453608247423,0.0,1.0,0.0,0.0,0.0,0.0,156.0
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3.0,3.0,3,2.0,Relatively New,1374.201030927835,1.0,1.0,0.0,0.0,0.0,0.0,136.0
flat,smart world orchard,sector 61,2.2,13500.0,3.0,3.0,2,1.0,New Property,1440.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,adani m2k oyster grande,sector 102,2.61,10046.0,3.0,3.0,3,14.0,Relatively New,2200.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0
house,independant,sector 26,18.4,1859.0,6.0,8.0,3+,4.0,Relatively New,9900.0,0.0,1.0,1.0,1.0,0.0,0.0,60.0
flat,viridian the plaza 106,sector 106,0.39,5571.0,1.0,1.0,1,7.0,Relatively New,518.2216494845361,0.0,0.0,0.0,0.0,0.0,0.0,130.0
flat,antriksh heights,sector 84,0.9,6206.0,3.0,3.0,3,12.0,Relatively New,1525.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0
flat,signature global park,sohna road,0.83,7410.0,3.0,2.0,2,1.0,New Property,1008.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
house,dlf city plots phase 3,sector 24,1.6,3292.0,8.0,5.0,3+,4.0,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
flat,corona gracieux,sector 76,1.08,5510.0,3.0,3.0,3,1.0,New Property,1768.041237113402,0.0,1.0,0.0,0.0,0.0,1.0,58.0
flat,mapsko mount ville,sector 79,1.2,8053.0,3.0,3.0,3,24.0,Relatively New,1344.0721649484537,0.0,0.0,0.0,0.0,0.0,0.0,8.0
house,independant,sector 50,10.55,32562.0,5.0,5.0,3,2.0,Moderately Old,3240.0,1.0,1.0,0.0,0.0,0.0,1.0,42.0
flat,tata primanti,sector 72,3.25,10545.0,3.0,3.0,3,2.0,Moderately Old,2976.8041237113403,0.0,1.0,0.0,0.0,0.0,1.0,94.0
flat,indiabulls enigma,sector 110,4.25,10953.0,5.0,5.0,3,4.0,Relatively New,3500.0,0.0,1.0,0.0,0.0,0.0,1.0,101.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10534.0,2.0,2.0,3,10.0,Relatively New,1096.0051546391753,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,dlf the ultima,sector 81,2.34,11185.0,3.0,4.0,3,14.0,Relatively New,1760.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,dlf new town heights,sector 90,1.15,5958.0,3.0,3.0,3,9.0,Relatively New,1740.979381443299,0.0,1.0,0.0,1.0,0.0,1.0,88.0
flat,m3m woodshire,sector 107,1.02,6649.0,2.0,2.0,3,6.0,Relatively New,1383.7628865979382,1.0,0.0,0.0,0.0,0.0,1.0,112.0
house,independant,sector 10,1.7,18888.0,2.0,1.0,2,2.0,Old Property,900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
flat,signature global solera,sector 107,0.36,6581.0,2.0,2.0,2,8.0,Relatively New,492.29999999999995,0.0,0.0,0.0,0.0,0.0,0.0,45.0
flat,godrej summit,sector 104,0.82,9854.0,2.0,2.0,3,12.0,Relatively New,69.579,1.0,0.0,0.0,0.0,0.0,1.0,120.0
flat,signature global park,sohna road,0.68,8252.0,2.0,2.0,2,3.0,New Property,741.6,0.0,0.0,0.0,0.0,0.0,0.0,113.0
house,independant,sector 9,0.35,9722.0,2.0,2.0,1,2.0,Old Property,360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,sare crescent parc,sector 92,0.49,4909.0,2.0,2.0,2,2.0,Relatively New,898.1999999999999,0.0,0.0,0.0,0.0,0.0,1.0,96.0
flat,orchid petals,sector 49,2.55,12318.0,3.0,4.0,3,8.0,Relatively New,2060.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,signature global solera,sector 107,0.36,6569.0,2.0,2.0,1,9.0,Relatively New,494.3298969072165,0.0,0.0,0.0,0.0,0.0,0.0,28.0
house,independant,sector 43,9.5,42222.0,5.0,5.0,3+,2.0,Relatively New,2250.0,0.0,1.0,0.0,1.0,0.0,0.0,88.0
flat,ambience creacions,sector 22,2.0,14492.0,2.0,2.0,2,9.0,Relatively New,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,tulip purple,sector 69,1.8,9000.0,4.0,5.0,3,4.0,Relatively New,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,the close north,sector 50,2.35,11767.0,3.0,3.0,3,8.0,Moderately Old,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
flat,ss the leaf,sector 85,1.11,6851.0,2.0,2.0,3,8.0,Relatively New,1630.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0
flat,.,sector 2,7.0,11000.0,4.0,4.0,3,6.0,Relatively New,5412.371134020619,0.0,1.0,0.0,0.0,0.0,1.0,52.0
flat,parsvnath green ville,sector 48,2.0,7765.0,3.0,3.0,N,15.0,Relatively New,1916.881443298969,0.0,1.0,0.0,0.0,0.0,1.0,74.0
flat,signature global solera,sector 107,0.5,4761.0,3.0,2.0,2,5.0,Relatively New,850.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0
flat,silverglades the melia,sohna road,0.78,5777.0,2.0,2.0,3,9.0,Under Construction,1217.7835051546392,1.0,0.0,0.0,0.0,0.0,0.0,72.0
house,bptp visionnaire,sector 70,4.02,7309.0,4.0,4.0,3+,3.0,Relatively New,5500.0,1.0,1.0,1.0,1.0,0.0,1.0,138.0
flat,emaar gurgaon greens,sector 102,1.45,14179.0,3.0,3.0,3,10.0,Relatively New,1204.3620309278351,0.0,1.0,0.0,0.0,0.0,1.0,165.0
flat,signature global city,sector 37,1.25,6082.0,3.0,3.0,3,4.0,Relatively New,1849.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0
flat,godrej oasis,sector 88,1.5,8108.0,3.0,3.0,3,11.0,New Property,1668.8144329896907,0.0,0.0,0.0,0.0,0.0,0.0,39.0
flat,shree vardhman flora,sector 90,0.65,5000.0,2.0,2.0,2,12.0,Old Property,1172.680412371134,1.0,0.0,0.0,0.0,0.0,0.0,103.0
flat,pgr shree kripaluji apartment,sector 52,1.4,6086.0,3.0,3.0,3,8.0,Relatively New,2070.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
house,suncity essel towers,sector 28,8.95,17900.0,5.0,6.0,3+,4.0,Moderately Old,5000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,krisumi waterfall residences,sector 36,2.2,14874.0,2.0,2.0,2,23.0,New Property,1334.1494845360826,0.0,0.0,0.0,0.0,0.0,0.0,15.0
house,international city by sobha phase 2,sector 109,7.0,11240.0,5.0,5.0,3+,2.0,Relatively New,6228.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3.0,3.0,3,15.0,New Property,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0
house,international city by sobha phase 1,sector 109,6.15,27333.0,5.0,5.0,3+,3.0,Relatively New,2250.0,0.0,1.0,1.0,1.0,0.0,0.0,130.0
flat,m3m golfestate,sector 65,5.0,16666.0,3.0,3.0,3,2.0,Relatively New,3245.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,pyramid urban homes 2,sector 86,0.41,8283.0,2.0,2.0,1,7.0,New Property,450.9,1.0,1.0,0.0,1.0,1.0,1.0,49.0
flat,dlf the skycourt,sector 86,1.35,6998.0,3.0,3.0,1,9.0,Relatively New,1740.0773195876288,0.0,0.0,0.0,0.0,0.0,0.0,119.0
flat,hsiidc sidco shivalik apartments,sector 1,0.6,4000.0,3.0,2.0,2,5.0,Moderately Old,1161.1963917525773,0.0,0.0,0.0,0.0,0.0,1.0,80.0
flat,m3m woodshire,sector 107,1.21,6227.0,3.0,3.0,3,7.0,Moderately Old,1551.3530927835052,0.0,0.0,0.0,0.0,0.0,0.0,126.0
flat,sare homes,sector 92,0.68,5238.0,3.0,3.0,2,11.0,Relatively New,1168.2,0.0,0.0,0.0,1.0,0.0,1.0,100.0
flat,ansal heights 86,sector 86,1.25,7396.0,3.0,2.0,1,11.0,New Property,1524.4845360824743,0.0,0.0,0.0,0.0,0.0,1.0,45.0
flat,mapsko mount ville,sector 79,1.55,8539.0,3.0,4.0,3,11.0,Relatively New,1300.7196340206185,0.0,1.0,0.0,0.0,0.0,0.0,152.0
house,huda sector-56 gurgaon,sector 56,3.6,24845.0,5.0,5.0,3+,3.0,Moderately Old,1449.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
flat,tata primanti,sector 72,6.5,15294.0,4.0,4.0,3,0.0,Relatively New,3833.762886597938,1.0,1.0,0.0,1.0,0.0,0.0,67.0
flat,emaar gurgaon greens,sector 102,1.52,9212.0,3.0,3.0,3,7.0,Relatively New,1204.3620309278351,0.0,1.0,0.0,0.0,0.0,0.0,137.0
house,vatika india next,sector 82,6.5,20062.0,4.0,3.0,0,2.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,krisumi waterfall residences,sector 36,2.3,15551.0,2.0,2.0,2,23.0,New Property,1479.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0
house,independant,sector 45,17.0,37778.0,5.0,8.0,3+,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,0.0,152.0
flat,raheja vedaanta,sector 108,0.8,4080.0,3.0,3.0,3,9.0,Relatively New,1657.9896907216496,0.0,0.0,0.0,1.0,0.0,0.0,174.0
flat,tulip orange,sector 70,1.1,8148.0,3.0,2.0,2,5.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independant,sector 43,14.0,39886.0,9.0,9.0,3+,4.0,Moderately Old,3510.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0
flat,signature global solera,sector 107,0.5,7751.0,3.0,2.0,2,6.0,Relatively New,580.5,0.0,0.0,0.0,0.0,1.0,1.0,49.0
flat,bestech park view residency,sector 2,1.36,7646.0,3.0,3.0,3,5.0,Moderately Old,1605.6701030927836,0.0,0.0,0.0,0.0,0.0,0.0,84.0
house,independant,sector 3,1.0,6667.0,1.0,1.0,0,1.0,Relatively New,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independant,sector 14,6.46,18889.0,5.0,5.0,2,3.0,Moderately Old,3420.0,1.0,1.0,0.0,1.0,0.0,0.0,27.0
flat,experion windchants,sector 112,3.29,11741.0,3.0,3.0,3,2.0,Relatively New,2225.56,0.0,1.0,0.0,0.0,0.0,0.0,152.0
flat,bestech park view grand spa,sector 81,2.22,8345.0,3.0,4.0,3,15.0,Relatively New,2399.4845360824743,0.0,1.0,0.0,0.0,0.0,0.0,174.0
house,independant,sector 7,0.69,9103.0,1.0,1.0,1,2.0,Old Property,758.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,dlf the ultima,sector 81,3.46,12047.0,4.0,4.0,3,10.0,New Property,2590.721649484536,0.0,1.0,0.0,0.0,0.0,0.0,161.0
flat,chd avenue,sector 71,1.3,5531.0,4.0,4.0,3,5.0,Moderately Old,2119.8453608247423,0.0,1.0,0.0,0.0,0.0,1.0,126.0
flat,shree vardhman victoria,sector 70,1.75,8974.0,3.0,4.0,2,16.0,Relatively New,1950.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0
flat,antriksh heights,sector 84,0.73,6083.0,2.0,2.0,3,4.0,Relatively New,932.7371134020618,1.0,0.0,1.0,1.0,0.0,1.0,158.0
flat,kamal residence,sohna road,0.4,7633.0,2.0,2.0,1,0.0,New Property,471.59999999999997,0.0,0.0,0.0,0.0,1.0,0.0,16.0
flat,bestech park view city,sector 49,2.7,12505.0,3.0,4.0,3,6.0,Moderately Old,2159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
house,independant,sector 23,5.0,16244.0,4.0,4.0,2,2.0,Old Property,3078.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,birla navya,sector 63,3.15,14632.0,3.0,3.0,3,4.0,Relatively New,2153.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0
flat,imperia the esfera,sector 37,0.85,5386.0,2.0,3.0,3,9.0,Relatively New,1301.2268041237112,1.0,0.0,0.0,0.0,0.0,1.0,49.0
house,uppal southend,sector 49,3.75,25562.0,2.0,6.0,3,3.0,Moderately Old,1467.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0
flat,prasha apartments,sector 1,0.75,3309.0,3.0,3.0,3,3.0,Moderately Old,1907.860824742268,0.0,1.0,0.0,0.0,0.0,0.0,31.0
house,independant,sector 9,1.65,18333.0,2.0,3.0,0,3.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,central park flower valley aqua front towers,sector 33,2.1,11738.0,3.0,3.0,2,6.0,Under Construction,1613.7886597938145,0.0,0.0,0.0,0.0,0.0,1.0,24.0
flat,tulip violet,sector 69,1.5,10714.0,3.0,3.0,2,8.0,Relatively New,1341.7268041237112,0.0,0.0,0.0,1.0,0.0,0.0,174.0
flat,dlf the icon,sector 43,6.0,26087.0,4.0,4.0,3,18.0,Old Property,2070.0,0.0,1.0,0.0,0.0,0.0,0.0,150.0
flat,sare crescent parc,sector 92,0.9,4260.0,4.0,5.0,3,3.0,Relatively New,1799.6134020618558,0.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,greenopolis,sector 89,0.9,4700.0,3.0,3.0,N,14.0,Under Construction,1910.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0
flat,eldeco accolade,sohna road,0.78,6170.0,2.0,2.0,2,3.0,Relatively New,1140.2061855670104,0.0,0.0,0.0,0.0,0.0,0.0,72.0
house,independant,sector 105,0.7,5833.0,3.0,2.0,2,1.0,Moderately Old,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sidhartha ncr one phase,sector 95,0.55,4867.0,2.0,2.0,2,14.0,New Property,1017.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0
flat,central park resorts,sector 48,11.25,28266.0,4.0,5.0,3,2.0,Relatively New,3582.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0
flat,ramprastha skyz,sector 37,1.1,6376.0,3.0,3.0,3,7.0,Relatively New,1556.0567010309278,0.0,0.0,0.0,0.0,0.0,1.0,109.0
house,dlf city plots,sector 26,17.3,38737.0,6.0,7.0,3+,3.0,New Property,4518.0,1.0,1.0,1.0,1.0,0.0,0.0,124.0
flat,vatika the seven lamps,sector 82,1.0,5923.0,2.0,2.0,2,11.0,Relatively New,1294.458762886598,1.0,0.0,0.0,0.0,0.0,0.0,90.0
flat,krrish florence estate,sector 70,1.25,6703.0,3.0,3.0,3,18.0,Under Construction,1682.3453608247423,0.0,0.0,0.0,0.0,0.0,1.0,51.0
flat,paras dews,sector 106,1.25,10656.0,3.0,4.0,3,14.0,Relatively New,1305.0,1.0,1.0,0.0,0.0,0.0,1.0,167.0
flat,bptp astaire gardens,sector 70,0.97,6587.0,3.0,3.0,3,1.0,Relatively New,1335.0515463917527,0.0,0.0,0.0,0.0,1.0,1.0,149.0
house,vatika signature villas,sector 82,3.2,14351.0,3.0,4.0,3,1.0,New Property,2160.0,1.0,1.0,1.0,1.0,0.0,0.0,66.0
flat,dlf the primus,sector 82,2.25,10714.0,3.0,3.0,3,29.0,Relatively New,1890.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0
flat,tulip violet,sector 69,1.75,8883.0,4.0,4.0,1,12.0,Relatively New,1777.0618556701031,0.0,0.0,0.0,0.0,0.0,0.0,86.0
flat,signature the serenas,sohna road,0.42,7909.0,2.0,2.0,1,12.0,New Property,477.9,0.0,0.0,0.0,0.0,0.0,0.0,54.0
flat,dlf regal gardens,sector 90,1.17,6708.0,3.0,3.0,3,15.0,Relatively New,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0
flat,ramsons kshitij,sector 95,0.45,4591.0,2.0,2.0,1,2.0,Relatively New,884.020618556701,1.0,0.0,0.0,0.0,0.0,0.0,89.0
